11350,10,1.34,2.19,0.14,0,0.034,0.1,0.006,0.00163
12000,29,3.1,1.5,0.413,0,0.364,0.109,0.036,0
8850,425,20.58,17.17,0.234,21.4,1.917,1.867,0.019,0.0075
4690,323,29,12.1,0,19.4,1.2,1.39,0,0.0048
16790,6,0.32,0.3,0.034,0,0.018,0.029,0.001,0.00009
4590,9,15.5,5.19,0.086,52,1.28,1.47,0.019,0.00519
7500,30,27,1.5,0.312,70,1.75,1.98,0.019,0.007
13700,47,49.45,3.2,0,0,0.54,0.123,0,0
1610,0,0,0,0,0,0,0,0,0
11390,41,2.4,0.1,0.251,91,0.31,0.07,0.043,0.018
3480,28,0.75,0.6,0.1,0.9,0.044,0.036,0.013,0
400,10,0.5,0.1,0.086,1600,0.02,0.06,0.014,0
1590,32,0.29,0,0,4.8,0,0,0,0
13670,76,3.95,4.17,0.647,1.2,0.548,0.354,0.084,0
1260,7,0.66,0.7,0.1,0,0.033,0.063,0.012,0
8800,2,4.42,0.41,0,0,0.61,0.36,0,0
7800,29,3,1.39,0.201,0,0.31,0.15,0.015,0
770,5,0.21,0.2,0.1,0,0.01,0.036,0.002,0
8300,67,2.4,1,0,0,0.2,0,0,0
3410,11,0.34,0.18,0.025,0,0.017,0.023,0,0
790,12,0.12,0.09,0.018,0,0.01,0.047,0,0
2600,4,0.7,0.8,0.1,0,0.02,0.08,0.002,0.0001
8000,134,2.6,1.6,0.4,16.6,5.18,0.45,0.03,0.0005
1540,31,0.83,0,0,0.9,0,0,0,0
10170,21,4.11,0.6,0.126,0.3,0.448,0.255,0.045,0.00025
11230,51,4.04,0.4,0.08,0.3,0.12,0.01,0.015,0
1610,0,0,0,0,0,0,0,0,0
15320,467,0.94,1.49,0.064,0,0.156,0.054,0.004,0.00038
17300,54,1.07,3.23,0.12,0,0.38,0.3,0.002,0.00196
8700,26,29.5,2.7,0.3,0,0.68,0.77,0.019,0.0027
19430,81,2.26,2.25,0.07,0,0.249,0.16,0.007,0.00173
14200,70,5.5,2.85,0.4,2,0.03,0.6,0.06,0.0032
1630,0,0.29,0,0,0,0,0,0,0
12600,6,2.2,1.77,0.19,0,0.103,0.189,0.002,0.00306
5800,200,28.79,7.5,0.252,12,0.8,0.89,0.019,0.003
1520,30,0.42,0.18,0.066,1.9,0.033,0.032,0.004,0
6700,26,26.1,1,0.2,15.6,1.2,1.4,0.019,0.0048
1600,16,0.58,0,0,1.9,0,0,0,0
10160,246,12.13,2.3,0,0.1,1.447,0.617,0,0.00003
11800,44,3.3,4.1,0,0,0.48,0.14,0.049,0
2940,14,0.71,0.3,0.099,0.8,0.036,0.046,0.004,0.0001
2260,3,0.01,0.06,0.058,0.1,0.033,0.076,0.002,0.00069
9000,280,1,0.88,0.17,7,0.2,0.4,0.014,0.0007
3990,35,0.94,0.47,0.158,0.4,0.044,0.026,0.012,0.00003
11390,25,1.79,0,0,1,0,0,0,0
1210,9,0.4,0.33,0.067,1,0.021,0.019,0.004,0
810,16,0,0,0,0,0,0,0,0
7100,9,18.36,15.29,0.111,0,1.53,1.732,0.019,0
3170,16,0.86,0,0,0,0,0,0,0
9100,32,29.5,2.7,0,0,0.68,0.76,0,0.003
3790,13,0.6,0.64,0,1.2,0,0,0,0
2360,11,0.38,0.15,0,0.1,0,0,0,0
9110,235,9.1,1.98,0.318,0.7,0.79,0.67,0.019,0
1540,15,0.55,0,0,1.8,0,0,0,0
1220,16,0.29,0,0,0,0,0,0,0
270,5,0.07,0.05,0.031,4,0.019,0.028,0,0
6410,10,29,12.71,0.091,40,1.268,1.425,0.019,0.005
9530,234,8.46,2.29,0.302,0,0.748,0.749,0.017,0
11800,58,2.5,3.05,0.334,0,0.29,0.09,0.04,0
6690,5,32.73,1.3,0.149,64.5,2.05,1.288,0.004,0.00545
11270,146,1.33,1.39,0.112,0.6,0.249,0.634,0.109,0.00048
11450,58,4.07,2.89,0,0,0.55,0.32,0.036,0
400,6,0.39,0.06,0.039,1,0.02,0.052,0.007,0
1610,13,1.11,0.25,0.159,12.9,0.039,0.063,0,0
3410,333,30,12.5,0.319,20,1.25,1.41,0.019,0.005
2520,3,0.21,0.14,0.054,0.2,0.035,0.085,0.005,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1180,29,0.8,0.25,0.12,3.1,0.029,0.046,0.034,0
13500,16,2.2,2.1,0.039,10,0.033,0.114,0.004,0.00022
11240,45,3.33,2.54,0,0,0.226,0.105,0.051,0
14450,14,0.94,2.68,0.063,0,0.09,0.166,0.005,0.0016
1500,10,0.4,0.4,0.16,0,0.02,0.07,0.005,0
4390,11,19.42,16.16,0.111,0,1.614,1.822,0.019,0
660,7,0.24,0,0,0,0,0,0,0
11600,711,33.39,1.32,0.203,0,1.009,0.563,0.034,0
8800,33,29.5,2.7,0,0,0.68,0.77,0,0.0027
14950,9,0.99,2.39,0.047,0,0.688,0.223,0.003,0.00084
12500,54,1.78,2.92,0.117,24,0.162,0.154,0.006,0.00106
9800,141,6.27,0.76,0.146,0.9,0.187,0.514,0.015,0.00062
25900,12,1.83,3.16,0.19,0,0.57,0.26,0.003,0.00188
2540,9,0.9,1,0.074,0,0.076,0.016,0.006,0
10060,21,3.93,0.61,0.122,0.6,0.479,0.258,0,0
5100,20,0.88,1.1,0.1,0,0.04,0.09,0.056,0.00026
16660,187,1.03,0.09,0,1.1,0.1,0.43,0.032,0.0003
1960,13,0.61,0.68,0.17,8.8,0.075,0.143,0.089,0
810,0,0,0,0,0,0,0,0,0
5600,370,30,13.9,0.126,22.2,1.4,1.6,0.019,0.0056
12090,401,33.17,16.73,0.385,21.6,1.327,0.1,0.019,0.00677
260,5,0.19,0.04,0.035,0.2,0.016,0.012,0.001,0
8680,8,0.59,1.1,0.07,0,0.435,0.12,0.001,0.00076
18580,9,2.2,3.25,0.1,0,0.08,0.182,0.004,0.00235
12450,42,0.99,1.53,0.056,14.7,0.15,0.212,0,0.00072
14100,385,10.39,1.89,0,23,0.57,0.64,0,0.002
6300,313,25.29,11.69,0,46.9,1.2,1.29,0,0.00469
7000,19,15.5,1,0.14,0.2,1.3,1.5,0.019,0.0052
1080,10,0.37,0.15,0.051,2,0.01,0.02,0.002,0.00001
200,3,0.31,0.04,0.042,0.9,0.006,0.018,0,0
19600,9,2.78,4.26,0.079,34.6,0.095,0.17,0.007,0.00176
810,0,0,0,0,0,0,0,0,0
0,17,0.58,0.67,0,1.7,0.03,0.007,0,0
10740,132,1.72,1.11,0.19,0.3,0.18,0.39,0.014,0.0007
4550,18,1.87,1.04,0,0.3,0.16,0.05,0.015,0
12070,43,1.32,1.43,0.09,1,0.55,0.17,0.008,0.00105
4450,11,19.8,15.56,0.119,0.1,1.6,1.8,0.019,0
6120,16,0.73,0,0,0.5,0,0,0,0
13700,47,4.64,3.2,0.37,0,0.54,0.12,0.032,0
7300,39,8.5,2.79,0,2,0.7,0.8,0,0.003
1440,87,3.74,0.13,0.04,0,0.055,0.025,0.003,0
2860,8,0,0,0,0,0,0,0,0
23890,22,1.49,3.88,0.145,0.7,0.084,0.255,0.006,0.00123
180,4,0.24,0.05,0.051,0.2,0.009,0.01,0,0
1600,16,0.58,0,0,3.8,0,0,0,0
1460,89,3.99,0.13,0.041,0,0.07,0.028,0.005,0
10420,146,3.29,1.26,0.133,0.2,0.211,0.45,0.066,0.00058
